,Date,User,Comment
76,"4:29pm On Nov 25, 2021 ",drololaaof,
77,,,
78,"3:06pm On Nov 25, 2021 ",justosee,
79,,,Has the border been open ever since? Don't you know that it was the inflation that was caused by the border closure that finally destroyed the Nigerian economy?
80,"2:57pm On Nov 25, 2021 ",loswhite,
81,,,What did we benefit from the closure of border? Is it that you guys choose to be dumb deliberately? How can you manufacture in darkness? A country with out power wants to manufacture for exportation...lol. clown.
82,"2:56pm On Nov 25, 2021 ",Kelvinhunta,
83,,,Really? How much was pounds before the border closure and how much is pounds now?these northerners and their half education eh y on earth would u close boarders when u haven't made arrangements and confirmed that the local production is sufficient? How much is a bag of rice b4 d closure and how much is it now? I have accepted that northerners are d problem of this country
84,"2:55pm On Nov 25, 2021 ",lexy2014,
85,,,What impact did the border closure have on d economy and the manufacturing sector?
86,"7:36pm On Nov 24, 2021 ",Ninejaman,
87,,,"Ogun customs intercepts over 7,000 bags of rice in a monthThe nigeria Customs Service (NCS) Ogun 1 Area Command said it intercepted a total of 7,311 50kg bags of foreign parboiled rice in the last one month.The state comptroller of customs, Dera Nnamdi, made this disclosure while addressing newsmen at the NCS office in Abeokuta on Wednesday.Nnadi stated that the 7,311 bags of rice is equivalent to 12 trailer loadsbof foreign parboiled rice of 50kg each, saying it also translates to 365,550kg or 365.55 metric tons of the grains.The Controller disclosed that the command also seized 300 litres of vegetable oil, four bales of used clothings, 26 sacks of uses shoes and four sacks of used toys.Other seized items are 124 packs (book size) and 164 wraps (coconutnsize) of cannabis sativa weighing 167kg, two bundles and four pieces of used tyre with rims, 810 cartons of frozen poultry, 20,775 litres of petrol in 831 kegs among others.The NCS also impounded 20 vehicles and two motorcycles used as means of conveying the siezed items.According to Nnadi, the cumulative duty paid value (SPV) for all thebabove seizures amounted to N172,999,387.Speaking further, the NCS boss stated that the command, in the lastnone month, generated N2,437,050 as proceeds from auction sales ofseized petroleum products and scrap metals.“It should be noted that Federal Government of nigeria’s directive on border closure is still subsisting, hence, there is no revenue generated from imports activities,” he added.Meanwhile, Nnadi has warned smugglers in the State to stop sabotaging the economy, stating that, “Let me once more warn smugglers and criminal elements in the state that we shall definitely uncover every illegal act of theirs, make arrest and inflict grossfinancial injury on such ventures and their perpetuators.”He emphasised that suffices the continuous attacks on Customs and other security operatives by those he described as unpatriotic people would not deter them from sustaining the onslaught on their smuggling activities.“We are determined more than ever before to carry out our anti-smuggling operations without let or hindrance,” he stressed."
